Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'EE')","('High', 'EE')","('Low', 'EE')","('Open', 'EE')","('Volume', 'EE')"
2023-01-17,24.1059627532959,25.05517312854529,23.85877280679163,24.94640894859233,361500.0,,,,,,
2023-01-18,24.2048397064209,24.5212425440092,24.04663828762675,24.363041125215048,300200.0,,,,,,
2023-01-19,24.2246150970459,24.616163887274485,23.75001084572209,24.066413679937963,253500.0,,,,,,
2023-01-20,23.72034454345703,24.55584579576984,23.72034454345703,24.37292578266538,193200.0,,,,,,
2023-01-23,23.700571060180664,24.14551371202463,23.408886851951756,23.601696591690537,233400.0,,,,,,
2023-01-24,23.13697624206543,23.82910877563745,23.047987719580185,23.82910877563745,223400.0,,,,,,
2023-01-25,23.15675544738769,23.2061926848512,22.34597268316399,22.98866619973817,317600.0,,,,,,
2023-01-26,23.48304748535156,23.52259878635309,22.71181408901037,23.27540881282307,329000.0,,,,,,
2023-01-27,23.117202758789062,23.601696709168337,22.68313803135528,23.601696709168337,201700.0,,,,,,
2023-01-30,22.593162536621094,23.512709482054984,22.48934320688752,22.90956538109088,289600.0,,,,,,
2023-01-31,23.038105010986328,23.08259928210688,22.34597420966764,22.5733885349905,299600.0,,,,,,
2023-02-01,23.6709098815918,23.878548532087954,22.820575859385517,22.978777274785337,330100.0,,,,,,
2023-02-02,23.18641662597656,23.878547311493907,22.56349693451046,23.720345904180828,474900.0,,,,,,
2023-02-03,22.70192527770996,23.61158441622609,22.504174439021085,23.12709231546018,199800.0,,,,,,
2023-02-06,22.573389053344727,22.90956757932858,21.99990837123872,22.47451268348302,231200.0,,,,,,
2023-02-07,22.405298233032227,22.75136456053928,21.91091830399637,22.593163134120587,196100.0,,,,,,
2023-02-08,22.10867118835449,22.444849693379936,21.807099127736684,22.345973329682494,176500.0,,,,,,
2023-02-09,21.594518661499023,22.34597649165786,21.456092864281096,22.108674316751397,217400.0,,,,,,
2023-02-10,22.494287490844727,22.514063141257235,21.60440396728998,21.71316627273912,204800.0,,,,,,
2023-02-13,22.484397888183597,22.622823658308548,22.108669989597427,22.622823658308548,178900.0,,,,,,
2023-02-14,22.316312789916992,22.78597416481897,22.10076270360684,22.296537137394587,134400.0,,,,,,
2023-02-15,22.454736709594727,22.53383931307509,21.75271807689529,22.03945935678201,141300.0,,,,,,
2023-02-16,21.91091728210449,22.41518501251196,21.89114163324702,22.266871417900276,180600.0,,,,,,
2023-02-17,21.24844741821289,21.891140897193804,21.15945888725604,21.891140897193804,173500.0,,,,,,
2023-02-21,20.704627990722656,21.10013148102249,20.33878608350193,20.97159166798167,315700.0,,,,,,
2023-02-22,20.585981369018555,20.96171119721697,20.23002719196951,20.66508208770613,193600.0,,,,,,
2023-02-23,21.03092384338379,21.41653960671908,20.73923959304021,21.08036108476682,160600.0,,,,,,
2023-02-24,20.93204689025879,21.040811081356477,20.47721636141288,20.803508934705924,133100.0,,,,,,
2023-02-27,20.902379989624023,21.20889686232588,20.72440293732218,21.189121215201336,181200.0,,,,,,
2023-02-28,21.36709976196289,21.55496276505703,20.88260768898231,21.29788687809561,436800.0,,,,,,
2023-03-01,21.24844741821289,21.347323773266016,21.040808769919973,21.24844741821289,187600.0,,,,,,
2023-03-02,21.37698745727539,21.594513931818994,20.838113297103856,21.10013403756656,142100.0,,,,,,
2023-03-03,22.118560791015625,22.21743527674997,21.25339583947055,21.35721518103757,178100.0,,,,,,
2023-03-06,22.118560791015625,22.18777368539364,21.77249443321561,22.06912166223852,167600.0,,,,,,
2023-03-07,21.169347763061523,22.118558178455583,21.15945993847401,22.05923123093053,191000.0,,,,,,
2023-03-08,21.604402542114254,21.77249178771259,21.082337475485968,21.208898989503385,237900.0,,,,,,
2023-03-09,21.159460067749023,21.871368355121444,21.159460067749023,21.66372780933458,163600.0,,,,,,
2023-03-10,20.279464721679688,21.05564105198028,20.16575756539658,21.03092243294652,271400.0,,,,,,
2023-03-13,20.08170890808105,20.368450125305746,19.22346546133507,19.804857400040063,239000.0,,,,,,
2023-03-14,20.14103507995605,20.763952835212297,19.9531702167257,20.42777440034087,220100.0,,,,,,
2023-03-15,19.95317268371582,20.15092350838383,19.280815730843432,19.775195621377883,320000.0,,,,,,
2023-03-16,19.93339729309082,20.11137435772889,19.44890522041475,19.963060765833717,242700.0,,,,,,
2023-03-17,18.91497611999512,19.972950800671736,18.82598946373675,19.814749367019317,435800.0,,,,,,
2023-03-20,19.429128646850582,19.61699352679158,18.85564806916031,19.07317642043185,318200.0,,,,,,
2023-03-21,20.05204963684082,20.39811406180488,19.72575897479637,19.72575897479637,224100.0,,,,,,
2023-03-22,20.160812377929688,20.54642999496105,19.804860120705747,20.081711666778844,236100.0,,,,,,
2023-03-23,18.964412689208984,20.38822728597834,18.91497356916619,20.26957528378523,285300.0,,,,,,
2023-03-24,18.79632568359375,18.934751464322485,18.272282264405256,18.934751464322485,263800.0,,,,,,
2023-03-27,19.488454818725582,19.61204979414392,19.03362621442277,19.03362621442277,216100.0,,,,,,
2023-03-28,21.03092384338379,21.60440451861237,19.528008320057214,19.903736257933925,432300.0,,,,,,
2023-03-29,21.17923355102539,21.347322781029938,20.531595247144143,21.347322781029938,308600.0,,,,,,
2023-03-30,21.37698745727539,21.732939698718592,21.218784156077756,21.30777268791596,207500.0,,,,,,
2023-03-31,21.89114189147949,21.91091754057024,21.357212567397152,21.416537628759706,260400.0,,,,,,
2023-04-03,21.406652450561523,22.247098781719583,21.218787532794444,22.247098781719583,222900.0,,,,,,
2023-04-04,21.49563789367676,21.990017795240373,21.090246525267368,21.258335767235383,252300.0,,,,,,
2023-04-05,21.970239639282227,21.970239639282227,21.38687127113928,21.38687127113928,160100.0,,,,,,
2023-04-06,22.612937927246094,22.840352233369025,21.990018184149747,22.158107429090546,187600.0,,,,,,
2023-04-10,22.929340362548828,23.48304532424473,22.67226258742688,22.731587647559746,273900.0,,,,,,
2023-04-11,23.251035690307617,23.75584768006236,22.97388345437997,23.142154117631552,320300.0,,,,,,
2023-04-12,22.795717239379883,23.35991834586445,22.48886949996756,23.35001984898548,248600.0,,,,,,
2023-04-13,23.41930389404297,23.51531722249497,22.904593461923465,22.904593461923465,167400.0,,,,,,
2023-04-14,23.142152786254883,23.6667617386689,22.973882132683972,23.419305006237863,146300.0,,,,,,
2023-04-17,22.944190979003903,23.49849359011532,22.805615798212365,23.369816906229637,152300.0,,,,,,
2023-04-18,22.22161674499512,22.904596010751384,22.083039682191323,22.904596010751384,160900.0,,,,,,
2023-04-19,21.89497184753418,22.16222367555975,21.697005712457106,21.825682378695717,137100.0,,,,,,
2023-04-20,21.073415756225582,21.825682544153345,21.073415756225582,21.726701363809426,159000.0,,,,,,
2023-04-21,20.9150390625,21.07341308444994,20.538905716223884,21.07341308444994,190000.0,,,,,,
2023-04-24,21.320873260498047,21.51883751635017,20.796264300997027,20.895247372895625,138100.0,,,,,,
2023-04-25,20.33104705810547,21.084305072069423,20.083590313316133,21.03382330709352,137700.0,,,,,,
2023-04-26,20.11328125,20.439924034333757,19.99153334818033,20.281551889683744,112300.0,,,,,,
2023-04-27,20.53890991210937,20.60819749889828,19.727252087533383,20.192470090219707,252000.0,,,,,,
2023-04-28,21.281280517578125,21.558432757467312,20.509214777280143,20.509214777280143,183100.0,,,,,,
2023-05-01,21.281280517578125,21.479246672919714,21.02392527081213,21.18229743990733,146000.0,,,,,,
2023-05-02,20.67748260498047,21.46934522971957,20.439924383942213,21.281277596751607,238400.0,,,,,,
2023-05-03,20.32114601135254,20.924939109056695,20.291450526044503,20.62799180775596,139900.0,,,,,,
2023-05-04,19.80643844604492,20.42013012723065,19.628269284428043,20.281554951726484,294900.0,,,,,,
2023-05-05,20.82596015930176,21.02392441867432,20.162776020116222,20.202368116812696,183200.0,,,,,,
2023-05-08,21.459449768066406,21.52873735633741,20.588400946514717,20.915043782610304,262700.0,,,,,,
2023-05-09,21.746496200561523,21.805887173573907,21.10310909648716,21.39015980221209,200700.0,,,,,,
2023-05-10,21.855379104614254,22.1523264361228,21.3456188266114,22.122632835739,192400.0,,,,,,
2023-05-11,20.994230270385746,21.340670106334517,19.64806680170498,20.1231833200629,294500.0,,,,,,
2023-05-12,21.30107688903809,21.419855068420404,20.81606189934585,20.875450989037013,158900.0,,,,,,
