Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'ADEA')","('High', 'ADEA')","('Low', 'ADEA')","('Open', 'ADEA')","('Volume', 'ADEA')"
2023-01-17,10.606164932250977,10.620601047848629,10.293368965675969,10.529168338333122,267647.0,,,,,,
2023-01-18,10.404050827026367,10.68316037613234,10.293368741971625,10.625413161414178,354867.0,,,,,,
2023-01-19,10.14418888092041,10.58691443016919,10.057568525088575,10.327053362673688,441831.0,,,,,,
2023-01-20,10.086442947387695,10.389614231161511,9.999823498456054,10.259683680972737,1229658.0,,,,,,
2023-01-23,10.45217227935791,10.591727510761606,10.08644237255537,10.08644237255537,740798.0,,,,,,
2023-01-24,10.384800910949709,10.495482072403744,10.2308095701683,10.37517622268567,306595.0,,,,,,
2023-01-25,10.538793563842772,10.548418253305112,10.2115614650105,10.298181834449736,404541.0,,,,,,
2023-01-26,10.904522895812988,10.923772273666414,10.490670450572887,10.586915504118307,733601.0,,,,,,
2023-01-27,10.72165870666504,11.174008085017997,10.69278463904694,10.885274751724069,401537.0,,,,,,
2023-01-30,10.548417091369627,10.740906270108692,10.442548272528343,10.567665550313134,356854.0,,,,,,
2023-01-31,10.538793563842772,10.70240961325891,10.452173194403535,10.548418253305112,721560.0,,,,,,
2023-02-01,10.79865264892578,10.962268667686834,10.509918444179176,10.59653879738923,705084.0,,,,,,
2023-02-02,10.615789413452148,11.222131091354798,10.471422740653818,10.837152685318634,592976.0,,,,,,
2023-02-03,10.760154724121094,10.909333710117664,10.471420521843966,10.471420521843966,612308.0,,,,,,
2023-02-06,10.298181533813477,10.784217323141808,10.173063328038385,10.740907139686549,521398.0,,,,,,
2023-02-07,10.65428638458252,10.692784222044413,10.173062957378454,10.288556469764128,452286.0,,,,,,
2023-02-08,10.683159828186035,10.692783598594756,10.519543799047524,10.606164157751536,340973.0,,,,,,
2023-02-09,10.365553855895996,10.9237730007482,10.278933485511876,10.692785040436906,315400.0,,,,,,
2023-02-10,10.65428638458252,10.673535762243889,10.336678996056705,10.355928373718072,261251.0,,,,,,
2023-02-13,10.606164932250977,10.789029433421126,10.56766617636162,10.663911230363292,259545.0,,,,,,
2023-02-14,10.384800910949709,10.70240828077656,10.365552452282428,10.577290086926467,256429.0,,,,,,
2023-02-15,10.70240879058838,10.71203347931089,10.27412023890586,10.327054191157996,326356.0,,,,,,
2023-02-16,10.404050827026367,10.789029198944665,10.360740645452957,10.586915324222348,321860.0,,,,,,
2023-02-17,10.201936721801758,10.461796887510124,10.144189508388331,10.461796887510124,411334.0,,,,,,
2023-02-21,9.797709465026855,10.134565320003754,9.636018177350294,9.99982334515734,406112.0,,,,,,
2023-02-22,10.019070625305176,10.15381350214262,9.81695676897939,9.826581456866512,706335.0,,,,,,
2023-02-23,10.250060081481934,10.635039428391057,9.826583809528971,10.028697714244492,731548.0,,,,,,
2023-02-24,9.816957473754885,10.182687378975071,9.735149456562723,10.115316394650057,432547.0,,,,,,
2023-02-27,9.393481254577637,9.942075652414008,9.3838565660182,9.8169574547238,503787.0,,,,,,
2023-02-28,9.489726066589355,9.566721744860438,9.30676518476774,9.46085291670292,830106.0,,,,,,
2023-03-01,9.4801025390625,9.884330319314278,9.374232790320756,9.374232790320756,396011.0,,,,,,
2023-03-02,9.489726066589355,9.834474615317612,9.33573471004719,9.499350755838462,339787.0,,,,,,
2023-03-03,9.46085262298584,9.624468663697566,9.36460756920452,9.566721447856604,402989.0,,,,,,
2023-03-06,9.06624984741211,9.330922377066628,8.979629479783828,9.258739043330024,801125.0,,,,,,
