Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'AMZN')","('High', 'AMZN')","('Low', 'AMZN')","('Open', 'AMZN')","('Volume', 'AMZN')"
2023-01-17,96.0500030517578,98.88999938964844,95.7300033569336,98.68000030517578,72755000.0,,,,,,
2023-01-18,95.45999908447266,99.31999969482422,95.37999725341795,97.25,79570400.0,,,,,,
2023-01-19,93.68000030517578,95.44000244140624,92.86000061035156,94.73999786376952,69002700.0,,,,,,
2023-01-20,97.25,97.3499984741211,93.1999969482422,93.86000061035156,67481500.0,,,,,,
2023-01-23,97.5199966430664,97.77999877929688,95.86000061035156,97.55999755859376,76501100.0,,,,,,
2023-01-24,96.31999969482422,98.08999633789062,96.0,96.93000030517578,66929500.0,,,,,,
2023-01-25,97.18000030517578,97.23999786376952,91.5199966430664,92.55999755859376,94261600.0,,,,,,
2023-01-26,99.22000122070312,99.48999786376952,96.91999816894533,98.23999786376952,68523600.0,,,,,,
2023-01-27,102.23999786376952,103.48999786376952,99.52999877929688,99.52999877929688,87775600.0,,,,,,
2023-01-30,100.5500030517578,101.73999786376952,99.01000213623048,101.08999633789062,70691900.0,,,,,,
2023-01-31,103.12999725341795,103.3499984741211,101.13999938964844,101.16000366210938,66527300.0,,,,,,
2023-02-01,105.1500015258789,106.23999786376952,101.23999786376952,102.52999877929688,80450100.0,,,,,,
2023-02-02,112.91000366210938,114.0,108.87999725341795,110.25,158154200.0,,,,,,
2023-02-03,103.38999938964844,108.77999877929688,102.5199966430664,105.26000213623048,144374800.0,,,,,,
2023-02-06,102.18000030517578,103.9499969482422,100.6500015258789,102.93000030517578,81945200.0,,,,,,
2023-02-07,102.11000061035156,102.41000366210938,98.08000183105467,101.16999816894533,119501300.0,,,,,,
2023-02-08,100.0500030517578,102.66999816894533,98.77999877929688,102.04000091552734,75878300.0,,,,,,
2023-02-09,98.23999786376952,101.77999877929688,97.56999969482422,101.31999969482422,64622500.0,,,,,,
2023-02-10,97.61000061035156,98.81999969482422,96.2300033569336,97.55999755859376,52740100.0,,,,,,
2023-02-13,99.54000091552734,99.68000030517578,96.91000366210938,97.8499984741211,52841500.0,,,,,,
2023-02-14,99.6999969482422,100.91999816894533,97.5199966430664,98.41000366210938,56202900.0,,,,,,
2023-02-15,101.16000366210938,101.16999816894533,98.4499969482422,99.08999633789062,47957600.0,,,,,,
2023-02-16,98.1500015258789,100.62999725341795,98.0999984741211,99.20999908447266,56339200.0,,,,,,
2023-02-17,97.1999969482422,97.94000244140624,95.6500015258789,97.8000030517578,60029400.0,,,,,,
2023-02-21,94.58000183105467,95.61000061035156,94.2699966430664,95.33999633789062,56580400.0,,,,,,
2023-02-22,95.79000091552734,97.01000213623048,94.8000030517578,95.0999984741211,59534100.0,,,,,,
2023-02-23,95.81999969482422,96.43000030517578,93.66999816894533,96.12000274658205,48467000.0,,,,,,
2023-02-24,93.5,94.13999938964844,92.31999969482422,93.52999877929688,57053800.0,,,,,,
2023-02-27,93.76000213623048,94.77999877929688,93.13999938964844,94.27999877929688,47470300.0,,,,,,
2023-02-28,94.2300033569336,94.69000244140624,92.91999816894533,93.13999938964844,43959300.0,,,,,,
2023-03-01,92.16999816894533,94.68000030517578,91.58999633789062,93.87000274658205,52299500.0,,,,,,
2023-03-02,92.12999725341795,92.2300033569336,90.38999938964844,91.41000366210938,55509400.0,,,,,,
2023-03-03,94.9000015258789,94.94000244140624,92.66000366210938,92.73999786376952,55759600.0,,,,,,
2023-03-06,93.75,96.5500030517578,93.73999786376952,95.19000244140624,52112400.0,,,,,,
2023-03-07,93.5500030517578,95.08999633789062,92.77999877929688,94.05999755859376,49100700.0,,,,,,
2023-03-08,93.91999816894533,94.16999816894533,92.18000030517578,93.5999984741211,44899100.0,,,,,,
2023-03-09,92.25,96.20999908447266,92.18000030517578,93.68000030517578,56218700.0,,,,,,
2023-03-10,90.7300033569336,93.56999969482422,90.25,92.66999816894533,69827500.0,,,,,,
2023-03-13,92.43000030517578,94.0199966430664,88.12000274658203,89.97000122070312,72397100.0,,,,,,
2023-03-14,94.87999725341795,95.06999969482422,92.70999908447266,93.83000183105467,60912700.0,,,,,,
2023-03-15,96.1999969482422,96.66999816894533,93.06999969482422,93.22000122070312,70731800.0,,,,,,
2023-03-16,100.04000091552734,100.98999786376952,95.61000061035156,95.75,84446900.0,,,,,,
2023-03-17,98.9499969482422,100.66000366210938,97.45999908447266,99.79000091552734,87300200.0,,,,,,
2023-03-20,97.70999908447266,98.4800033569336,95.6999969482422,98.41000366210938,62388900.0,,,,,,
2023-03-21,100.61000061035156,100.8499984741211,98.0,98.13999938964844,58597300.0,,,,,,
2023-03-22,98.6999969482422,102.0999984741211,98.61000061035156,100.4499969482422,57475400.0,,,,,,
2023-03-23,98.70999908447266,101.05999755859376,97.62000274658205,100.43000030517578,57559300.0,,,,,,
2023-03-24,98.12999725341795,98.3000030517578,96.4000015258789,98.06999969482422,56095400.0,,,,,,
2023-03-27,98.04000091552734,99.33999633789062,97.08000183105467,99.06999969482422,46721300.0,,,,,,
2023-03-28,97.23999786376952,98.44000244140624,96.29000091552734,98.11000061035156,38720100.0,,,,,,
2023-03-29,100.25,100.41999816894533,98.55999755859376,98.69000244140624,49783300.0,,,,,,
2023-03-30,102.0,103.04000091552734,101.01000213623048,101.5500030517578,53633400.0,,,,,,
2023-03-31,103.29000091552734,103.48999786376952,101.9499969482422,102.16000366210938,56750300.0,,,,,,
2023-04-03,102.41000366210938,103.29000091552734,101.43000030517578,102.3000030517578,41135700.0,,,,,,
2023-04-04,103.9499969482422,104.1999969482422,102.11000061035156,102.75,48662500.0,,,,,,
2023-04-05,101.0999984741211,103.91000366210938,100.75,103.91000366210938,45175400.0,,,,,,
2023-04-06,102.05999755859376,102.37999725341795,99.8000030517578,100.75,43808000.0,,,,,,
2023-04-10,102.16999816894533,102.1999969482422,99.56999969482422,100.95999908447266,37261200.0,,,,,,
2023-04-11,99.91999816894533,101.0,99.01000213623048,100.8000030517578,60417800.0,,,,,,
2023-04-12,97.83000183105467,100.51000213623048,97.70999908447266,100.4000015258789,56735000.0,,,,,,
2023-04-13,102.4000015258789,102.56999969482422,98.70999908447266,98.9499969482422,67925100.0,,,,,,
2023-04-14,102.51000213623048,103.1999969482422,101.11000061035156,102.06999969482422,51450500.0,,,,,,
2023-04-17,102.73999786376952,103.7300033569336,101.58999633789062,103.16000366210938,39919500.0,,,,,,
2023-04-18,102.3000030517578,104.1999969482422,101.5199966430664,103.9499969482422,39790500.0,,,,,,
2023-04-19,104.3000030517578,105.12000274658205,101.38999938964844,101.58000183105467,58398900.0,,,,,,
2023-04-20,103.80999755859376,105.25,103.20999908447266,103.52999877929688,57696900.0,,,,,,
2023-04-21,106.95999908447266,108.1500015258789,105.08000183105467,106.0999984741211,86774200.0,,,,,,
2023-04-24,106.20999908447266,109.2300033569336,105.06999969482422,107.66000366210938,69575600.0,,,,,,
2023-04-25,102.56999969482422,105.4499969482422,102.4499969482422,104.91000366210938,65026800.0,,,,,,
2023-04-26,104.9800033569336,106.62000274658205,104.0999984741211,105.04000091552734,73803800.0,,,,,,
