Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'GCT')","('High', 'GCT')","('Low', 'GCT')","('Open', 'GCT')","('Volume', 'GCT')"
2023-01-17,6.039999961853027,6.349999904632568,5.900000095367432,6.349999904632568,188200.0,,,,,,
2023-01-18,5.949999809265137,6.150000095367432,5.710000038146973,6.019999980926514,226300.0,,,,,,
2023-01-19,6.170000076293945,6.199999809265137,5.849999904632568,5.960000038146973,102300.0,,,,,,
2023-01-20,6.119999885559082,6.216000080108643,6.0,6.159999847412109,78800.0,,,,,,
2023-01-23,6.079999923706055,6.265999794006348,5.980000019073486,6.059999942779541,133900.0,,,,,,
2023-01-24,5.860000133514404,6.144000053405762,5.849999904632568,6.010000228881836,157700.0,,,,,,
2023-01-25,5.78000020980835,5.979000091552734,5.699999809265137,5.840000152587891,131500.0,,,,,,
2023-01-26,5.789999961853027,5.920000076293945,5.739999771118164,5.820000171661377,138700.0,,,,,,
2023-01-27,5.940000057220459,6.0,5.739999771118164,5.739999771118164,170200.0,,,,,,
2023-01-30,5.590000152587891,5.929999828338623,5.579999923706055,5.809999942779541,151400.0,,,,,,
2023-01-31,5.849999904632568,5.869999885559082,5.559999942779541,5.559999942779541,163700.0,,,,,,
2023-02-01,5.840000152587891,5.909999847412109,5.619999885559082,5.860000133514404,225800.0,,,,,,
2023-02-02,5.909999847412109,6.110000133514404,5.769999980926514,5.769999980926514,178700.0,,,,,,
2023-02-03,5.840000152587891,6.0,5.820000171661377,5.880000114440918,147200.0,,,,,,
2023-02-06,5.519999980926514,5.880000114440918,5.5,5.840000152587891,232500.0,,,,,,
2023-02-07,5.429999828338623,5.570000171661377,5.309999942779541,5.570000171661377,127400.0,,,,,,
2023-02-08,5.349999904632568,5.449999809265137,5.28000020980835,5.449999809265137,89500.0,,,,,,
2023-02-09,5.260000228881836,5.409999847412109,5.260000228881836,5.400000095367432,67500.0,,,,,,
2023-02-10,4.940000057220459,5.380000114440918,4.860000133514404,5.289999961853027,255000.0,,,,,,
2023-02-13,5.010000228881836,5.125,4.900000095367432,5.0,90100.0,,,,,,
2023-02-14,5.099999904632568,5.204999923706055,4.789999961853027,5.0,131000.0,,,,,,
2023-02-15,5.420000076293945,5.449999809265137,5.050000190734863,5.059999942779541,182800.0,,,,,,
2023-02-16,5.289999961853027,5.440000057220459,5.258999824523926,5.400000095367432,81100.0,,,,,,
2023-02-17,5.340000152587891,5.409999847412109,5.269999980926514,5.269999980926514,53400.0,,,,,,
2023-02-21,5.119999885559082,5.289999961853027,5.050000190734863,5.28000020980835,100700.0,,,,,,
2023-02-22,5.159999847412109,5.190000057220459,5.050000190734863,5.050000190734863,56200.0,,,,,,
2023-02-23,5.050000190734863,5.15500020980835,5.019999980926514,5.090000152587891,82800.0,,,,,,
2023-02-24,5.010000228881836,5.099999904632568,4.989999771118164,5.050000190734863,99400.0,,,,,,
2023-02-27,5.119999885559082,5.239999771118164,5.010000228881836,5.010000228881836,238200.0,,,,,,
2023-02-28,5.059999942779541,5.150000095367432,5.010000228881836,5.150000095367432,217700.0,,,,,,
2023-03-01,5.0,5.090000152587891,4.96999979019165,5.059999942779541,210500.0,,,,,,
2023-03-02,4.929999828338623,5.059999942779541,4.900000095367432,5.059999942779541,111900.0,,,,,,
2023-03-03,4.96999979019165,5.019999980926514,4.929999828338623,4.949999809265137,159900.0,,,,,,
2023-03-06,4.949999809265137,5.130000114440918,4.949999809265137,4.980000019073486,133300.0,,,,,,
2023-03-07,4.960000038146973,5.079999923706055,4.949999809265137,4.949999809265137,123100.0,,,,,,
2023-03-08,4.949999809265137,5.059999942779541,4.889999866485596,5.0,141400.0,,,,,,
2023-03-09,4.880000114440918,5.054999828338623,4.880000114440918,4.940000057220459,144300.0,,,,,,
2023-03-10,4.900000095367432,4.989999771118164,4.855000019073486,4.960000038146973,265300.0,,,,,,
2023-03-13,5.21999979019165,5.21999979019165,4.880000114440918,4.900000095367432,159000.0,,,,,,
2023-03-14,5.099999904632568,5.269999980926514,5.074999809265137,5.190000057220459,112700.0,,,,,,
2023-03-15,5.800000190734863,5.820000171661377,5.0,5.0,335500.0,,,,,,
2023-03-16,5.889999866485596,6.079999923706055,5.599999904632568,5.809999942779541,220000.0,,,,,,
2023-03-17,5.269999980926514,6.150000095367432,5.109000205993652,6.110000133514404,1580200.0,,,,,,
2023-03-20,5.039999961853027,5.230000019073486,5.0,5.099999904632568,99500.0,,,,,,
2023-03-21,5.150000095367432,5.199999809265137,5.0,5.050000190734863,121100.0,,,,,,
2023-03-22,5.090000152587891,5.289999961853027,5.059999942779541,5.110000133514404,117800.0,,,,,,
2023-03-23,5.139999866485596,5.239999771118164,5.050000190734863,5.130000114440918,162000.0,,,,,,
2023-03-24,5.210000038146973,5.28000020980835,5.110000133514404,5.159999847412109,179700.0,,,,,,
2023-03-27,5.440000057220459,5.480000019073486,5.159999847412109,5.170000076293945,150200.0,,,,,,
2023-03-28,5.349999904632568,5.554999828338623,5.349999904632568,5.480000019073486,82600.0,,,,,,
2023-03-29,5.570000171661377,5.639999866485596,5.379000186920166,5.380000114440918,94300.0,,,,,,
2023-03-30,6.03000020980835,6.139999866485596,5.570000171661377,5.570000171661377,226900.0,,,,,,
2023-03-31,6.300000190734863,6.340000152587891,5.980000019073486,6.090000152587891,136800.0,,,,,,
2023-04-03,6.420000076293945,6.440000057220459,6.21999979019165,6.21999979019165,73800.0,,,,,,
2023-04-04,6.0,6.440000057220459,5.949999809265137,6.420000076293945,89700.0,,,,,,
2023-04-05,5.71999979019165,6.059999942779541,5.659999847412109,6.039999961853027,87600.0,,,,,,
2023-04-06,5.630000114440918,5.724999904632568,5.454999923706055,5.724999904632568,55900.0,,,,,,
2023-04-10,5.71999979019165,5.880000114440918,5.619999885559082,5.710000038146973,48900.0,,,,,,
2023-04-11,6.21999979019165,6.21999979019165,5.715000152587891,5.739999771118164,111200.0,,,,,,
2023-04-12,5.940000057220459,6.25,5.900000095367432,6.25,70100.0,,,,,,
2023-04-13,5.900000095367432,6.050000190734863,5.849999904632568,5.849999904632568,39800.0,,,,,,
2023-04-14,5.559999942779541,5.880000114440918,5.510000228881836,5.849999904632568,99900.0,,,,,,
2023-04-17,5.599999904632568,5.699999809265137,5.570000171661377,5.659999847412109,57500.0,,,,,,
2023-04-18,5.579999923706055,5.63100004196167,5.390999794006348,5.599999904632568,85800.0,,,,,,
2023-04-19,5.300000190734863,5.610000133514404,5.25,5.519999980926514,97000.0,,,,,,
2023-04-20,5.300000190734863,5.380000114440918,5.210000038146973,5.380000114440918,51700.0,,,,,,
2023-04-21,5.260000228881836,5.46999979019165,5.24399995803833,5.309999942779541,50100.0,,,,,,
2023-04-24,5.300000190734863,5.340000152587891,5.199999809265137,5.199999809265137,54600.0,,,,,,
2023-04-25,5.300000190734863,5.380000114440918,5.21999979019165,5.21999979019165,36000.0,,,,,,
2023-04-26,5.150000095367432,5.360000133514404,5.099999904632568,5.269999980926514,67200.0,,,,,,
2023-04-27,5.010000228881836,5.102000236511231,4.929999828338623,5.099999904632568,75300.0,,,,,,
2023-04-28,5.53000020980835,5.909999847412109,5.11899995803833,5.260000228881836,547100.0,,,,,,
2023-05-01,5.579999923706055,5.599999904632568,5.289999961853027,5.380000114440918,122300.0,,,,,,
2023-05-02,5.179999828338623,5.630000114440918,5.099999904632568,5.449999809265137,165000.0,,,,,,
2023-05-03,5.179999828338623,5.28000020980835,5.110000133514404,5.239999771118164,22200.0,,,,,,
2023-05-04,5.260000228881836,5.75,5.010000228881836,5.110000133514404,94200.0,,,,,,
2023-05-05,5.050000190734863,5.255000114440918,4.96999979019165,5.239999771118164,145900.0,,,,,,
2023-05-08,5.260000228881836,5.339000225067139,5.0,5.0,61800.0,,,,,,
2023-05-09,5.295000076293945,5.400000095367432,5.190000057220459,5.199999809265137,89900.0,,,,,,
2023-05-10,5.420000076293945,5.449999809265137,5.263999938964844,5.340000152587891,68000.0,,,,,,
2023-05-11,5.239999771118164,5.489999771118164,5.179999828338623,5.489999771118164,110300.0,,,,,,
2023-05-12,5.239999771118164,5.264999866485596,5.110000133514404,5.199999809265137,42800.0,,,,,,
2023-05-15,5.5,5.5,5.190000057220459,5.28000020980835,74100.0,,,,,,
2023-05-16,5.269999980926514,5.5,5.25,5.5,55500.0,,,,,,
2023-05-17,5.320000171661377,5.480000019073486,5.309999942779541,5.369999885559082,29300.0,,,,,,
2023-05-18,5.289999961853027,5.389999866485596,5.25,5.25,73900.0,,,,,,
2023-05-19,5.269999980926514,5.349999904632568,5.260000228881836,5.260000228881836,19100.0,,,,,,
2023-05-22,5.465000152587891,5.5,5.300000190734863,5.340000152587891,49500.0,,,,,,
2023-05-23,5.659999847412109,5.849999904632568,5.400000095367432,5.400000095367432,138300.0,,,,,,
2023-05-24,7.159999847412109,11.779999732971191,7.03000020980835,11.010000228881836,31940000.0,,,,,,
2023-05-25,5.789999961853027,7.349999904632568,5.789999961853027,7.099999904632568,2318200.0,,,,,,
2023-05-26,6.449999809265137,7.5,5.900000095367432,5.920000076293945,5385600.0,,,,,,
2023-05-30,6.760000228881836,7.300000190734863,6.53000020980835,6.559999942779541,1507800.0,,,,,,
2023-05-31,6.75,6.900000095367432,6.309999942779541,6.800000190734863,532300.0,,,,,,
2023-06-01,6.679999828338623,6.889999866485596,6.409999847412109,6.659999847412109,459300.0,,,,,,
2023-06-02,6.78000020980835,7.059999942779541,6.650000095367432,6.800000190734863,772200.0,,,,,,
2023-06-05,6.78000020980835,6.900000095367432,6.599999904632568,6.800000190734863,420400.0,,,,,,
2023-06-06,6.800000190734863,6.860000133514404,6.699999809265137,6.699999809265137,325000.0,,,,,,
2023-06-07,7.0,7.489999771118164,6.75,6.869999885559082,654200.0,,,,,,
2023-06-08,7.0,7.050000190734863,6.900000095367432,6.989999771118164,470400.0,,,,,,
2023-06-09,6.980000019073486,7.099999904632568,6.860000133514404,6.980000019073486,309400.0,,,,,,
2023-06-12,7.5,7.71999979019165,7.019999980926514,7.090000152587891,843300.0,,,,,,
2023-06-13,7.5,7.550000190734863,7.301000118255615,7.5,404700.0,,,,,,
2023-06-14,7.800000190734863,9.140000343322754,7.710000038146973,8.010000228881836,2701400.0,,,,,,
2023-06-15,7.840000152587891,7.919000148773193,7.579999923706055,7.730000019073486,304900.0,,,,,,
2023-06-16,8.079999923706055,8.229999542236328,7.730000019073486,8.0600004196167,662000.0,,,,,,
2023-06-20,7.650000095367432,8.079999923706055,7.519999980926514,8.079999923706055,485800.0,,,,,,
2023-06-21,7.559999942779541,7.679999828338623,7.369999885559082,7.559999942779541,210100.0,,,,,,
2023-06-22,7.800000190734863,7.889999866485596,7.409999847412109,7.409999847412109,120700.0,,,,,,
2023-06-23,7.789999961853027,7.880000114440918,7.550000190734863,7.559999942779541,143300.0,,,,,,
2023-06-26,7.78000020980835,7.849999904632568,7.539999961853027,7.630000114440918,134600.0,,,,,,
2023-06-27,7.840000152587891,8.039999961853027,7.699999809265137,7.699999809265137,263800.0,,,,,,
2023-06-28,7.659999847412109,7.929999828338623,7.630000114440918,7.800000190734863,180900.0,,,,,,
2023-06-29,7.5,7.804999828338623,7.460000038146973,7.710000038146973,176400.0,,,,,,
2023-06-30,6.760000228881836,7.630000114440918,6.75,7.630000114440918,420400.0,,,,,,
