Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'FMAO')","('High', 'FMAO')","('Low', 'FMAO')","('Open', 'FMAO')","('Volume', 'FMAO')"
2023-01-17,25.75384521484375,25.809610863760017,25.261261058328333,25.3356134841817,7600.0,,,,,,
2023-01-18,25.400671005249023,25.846785549305043,25.400671005249023,25.67019965022138,10700.0,,,,,,
2023-01-19,25.800315856933597,25.967609253532626,25.31702421624785,25.60513963666752,21700.0,,,,,,
2023-01-20,26.10702133178711,26.274314738032228,25.92113937535882,25.98619752829821,21300.0,,,,,,
2023-01-23,26.27431297302246,26.49737024213123,25.828198434804925,26.11631385248272,15200.0,,,,,,
2023-01-24,26.38584327697754,28.30042145783633,26.320785122106937,26.367256498944343,11900.0,,,,,,
2023-01-25,26.432313919067383,26.61819410314474,26.255726237397432,26.367255766005226,9000.0,,,,,,
2023-01-26,26.153491973876957,27.38960224695318,26.023375662827387,26.5345484042665,10000.0,,,,,,
2023-01-27,25.670202255249023,26.190669276131683,25.660907979716963,25.84678817225273,6300.0,,,,,,
2023-01-30,25.893259048461918,26.395137508561035,25.781729516938903,25.781729516938903,14200.0,,,,,,
2023-01-31,26.44160842895508,26.85054590117731,25.939728204816344,25.939728204816344,20700.0,,,,,,
2023-02-01,26.09772300720215,27.027129099727443,25.31702174766479,26.627484196309336,68700.0,,,,,,
2023-02-02,27.240894317626957,27.250188592041344,25.837490789682192,26.107019429594825,26600.0,,,,,,
2023-02-03,26.99924659729004,27.398891505422768,26.99924659729004,27.185128527068528,14600.0,,,,,,
2023-02-06,26.915599822998047,27.54759625505046,26.357957580788465,26.95277691791946,15600.0,,,,,,
2023-02-07,27.46395301818848,27.5383054446808,26.543841075582847,26.934191757842964,15500.0,,,,,,
2023-02-08,27.417484283447266,27.68701294594409,27.17583844652997,27.417484283447266,22900.0,,,,,,
2023-02-09,25.18691062927246,27.18513378361306,25.18691062927246,27.18513378361306,34800.0,,,,,,
2023-02-10,25.261260986328125,25.80961079019689,24.908085635005023,25.10326186025235,18800.0,,,,,,
2023-02-13,25.76313781738281,26.385840008248383,24.926672637651844,24.982436510246828,29000.0,,,,,,
2023-02-14,24.898792266845703,26.50666452335296,24.898792266845703,25.72596319492253,31100.0,,,,,,
2023-02-15,25.33561515808105,25.33561515808105,24.86161774718619,24.86161774718619,16800.0,,,,,,
2023-02-16,25.02890968322754,25.2147898628267,24.852322005811917,24.89879338023796,8900.0,,,,,,
2023-02-17,25.084672927856445,25.205496725618467,24.4340896565976,25.18690817631637,19900.0,,,,,,
2023-02-21,24.65714836120605,25.34490877098636,24.64785408601557,25.047499055697767,16200.0,,,,,,
2023-02-22,24.41550064086914,25.16831914620629,24.238912971275923,24.78726275630097,17400.0,,,,,,
2023-02-23,24.722206115722656,25.35420263685884,24.192444847329597,24.62926513801997,27100.0,,,,,,
2023-02-24,23.513975143432617,25.54937513057973,23.22585973013376,25.54937513057973,35000.0,,,,,,
2023-02-27,23.328094482421875,24.657145547044983,23.25374206208569,23.513974646911567,35700.0,,,,,,
2023-02-28,24.07161903381348,24.582793482129183,23.253742398290527,23.421035789641067,25100.0,,,,,,
2023-03-01,24.03444480895996,24.49914790721393,23.932209560079563,24.11809150846181,11300.0,,,,,,
2023-03-02,23.978679656982425,24.536323740966083,23.699858501341428,23.98797393186401,26200.0,,,,,,
2023-03-03,23.56974029541016,24.09950151197677,23.49538787506224,23.792797556453912,11300.0,,,,,,
2023-03-06,22.937744140625,23.755620775310287,22.770450749445803,23.755620775310287,21800.0,,,,,,
2023-03-07,22.3986873626709,22.71468557846064,22.3893930889475,22.491628327203436,9800.0,,,,,,
2023-03-08,22.426570892333984,22.45445371658904,22.24069071540526,22.41727839028395,8900.0,,,,,,
2023-03-09,21.385637283325195,22.4265712545007,21.37634300842342,22.407984477398827,15600.0,,,,,,
2023-03-10,21.078929901123047,21.497161568007986,20.45622776479529,21.264810051060334,29500.0,,,,,,
2023-03-13,20.18670082092285,20.97669639830989,20.121642674438306,20.279641789915715,17900.0,,,,,,
2023-03-14,21.162578582763672,22.16633715963341,20.91163849537085,21.051049064133007,40500.0,,,,,,
2023-03-15,20.735050201416016,21.1161065717508,20.697874878132904,20.790815845392935,16900.0,,,,,,
2023-03-16,22.101280212402344,22.44515951584017,20.69787662890073,20.69787662890073,27100.0,,,,,,
2023-03-17,21.63657569885254,21.98974925404678,20.920932541586147,21.803867315922524,70300.0,,,,,,
2023-03-20,21.841045379638672,22.407983720587428,21.79457577940094,21.98975022764136,17100.0,,,,,,
2023-03-21,22.80763053894043,22.80763053894043,22.11986834452309,22.30575030615509,12300.0,,,,,,
2023-03-22,21.980457305908203,23.14221511037166,21.980457305908203,22.84480539606129,20100.0,,,,,,
2023-03-23,22.649627685546875,23.0678593715157,22.222099953050407,22.23139422687657,31800.0,,,,,,
2023-03-24,23.62550544738769,23.950797968795364,22.67751070706876,22.67751070706876,21100.0,,,,,,
2023-03-27,23.300212860107425,24.05303137637279,23.207271886724897,24.05303137637279,21100.0,,,,,,
2023-03-28,24.05303192138672,24.164561446513204,23.142214261543465,23.486095339040272,26200.0,,,,,,
2023-03-29,24.09950256347656,24.443381857826616,23.7370347200531,24.36902943423458,21800.0,,,,,,
2023-03-30,22.83456039428711,24.17446124182212,22.75023073285949,24.17446124182212,11400.0,,,,,,
2023-03-31,22.787710189819336,23.60289634270278,22.05685548776057,23.60289634270278,21100.0,,,,,,
2023-04-03,22.17866325378418,22.80644973558548,21.74764478901329,22.80644973558548,13500.0,,,,,,
2023-04-04,21.44780731201172,22.328582797605367,21.08237996452281,22.328582797605367,12700.0,,,,,,
2023-04-05,21.925676345825195,22.019376176351177,21.24167062118409,21.24167062118409,16300.0,,,,,,
2023-04-06,21.644577026367188,22.066223551508624,21.382217877906047,22.066223551508624,9200.0,,,,,,
2023-04-10,21.69142723083496,21.76638673632684,20.998051358241177,21.27914905704183,24800.0,,,,,,
2023-04-11,21.61646842956543,22.15055514699152,21.40096006765238,21.878827600921948,10200.0,,,,,,
2023-04-12,21.588359832763672,21.81323835762467,21.26978147575001,21.81323835762467,14100.0,,,,,,
2023-04-13,21.4665470123291,21.80386565388518,21.36347703025909,21.59772568974516,18900.0,,,,,,
2023-04-14,20.969940185546875,21.944415512148066,20.960571811446368,21.944415512148066,11400.0,,,,,,
2023-04-17,21.241668701171875,21.241668701171875,20.88561152196753,20.93246053940808,8700.0,,,,,,
2023-04-18,21.20418930053711,21.53213780337271,21.07301061427309,21.429069601526223,9400.0,,,,,,
2023-04-19,21.485286712646484,21.672684562510447,21.24166789936548,21.33536771788516,11600.0,,,,,,
2023-04-20,22.17866325378418,22.675271057565208,21.101119772620123,22.675271057565208,15600.0,,,,,,
2023-04-21,21.17607879638672,22.038113919370883,21.13859815369482,21.831973958916254,21200.0,,,,,,
2023-04-24,21.01679229736328,21.23230065857156,20.61388427334525,21.063641319477902,9400.0,,,,,,
2023-04-25,20.417112350463867,20.923088484281617,20.417112350463867,20.923088484281617,10700.0,,,,,,
2023-04-26,20.92308807373047,20.92308807373047,20.41711194984094,20.41711194984094,14000.0,,,,,,
2023-04-27,21.410327911376957,22.22551224849872,20.876241251778115,20.876241251778115,11100.0,,,,,,
2023-04-28,21.363475799560547,22.131812859640164,21.26977777090419,21.410326601064064,8600.0,,,,,,
2023-05-01,20.435853958129883,22.01000534404797,20.407745260851357,21.4571783266797,14500.0,,,,,,
2023-05-02,19.89239501953125,21.21355726856472,19.81743552267741,20.379632642668877,22500.0,,,,,,
2023-05-03,19.489486694335938,20.58577043259079,19.44263767985702,19.911134973347558,20000.0,,,,,,
2023-05-04,18.98351287841797,19.43326990648988,18.496275204418957,19.43326990648988,15600.0,,,,,,
2023-05-05,19.442642211914062,19.583191075287928,18.92729578381797,19.3020933485402,11600.0,,,,,,
2023-05-08,18.589975357055664,19.43327024622707,18.589975357055664,19.43327024622707,24800.0,,,,,,
2023-05-09,18.0839958190918,18.5056441215414,18.0839958190918,18.5056441215414,7600.0,,,,,,
2023-05-10,17.877853393554688,18.561858888609645,17.802893911729143,18.561858888609645,10500.0,,,,,,
2023-05-11,17.1563720703125,18.17769641329127,16.84716389776139,17.8122690604151,32700.0,,,,,,
2023-05-12,16.865901947021484,17.568647861480713,16.744093441539007,17.334399223327637,13100.0,,,,,,
2023-05-15,17.325029373168945,17.756047804409775,16.64102376645176,16.64102376645176,29200.0,,,,,,
2023-05-16,16.865901947021484,17.559277701493556,16.641023468855565,17.315658903353324,27500.0,,,,,,
2023-05-17,17.980928421020508,18.1214772656746,16.940863753664278,16.940863753664278,36600.0,,,,,,
2023-05-18,19.142799377441406,19.264607885352213,17.46557823698477,17.718567200155654,19700.0,,,,,,
2023-05-19,19.320831298828125,19.723737514398078,19.161542130002594,19.648778010666973,16900.0,,,,,,
2023-05-22,20.145383834838867,20.39837280494265,19.56444639836077,19.56444639836077,18400.0,,,,,,
2023-05-23,20.838762283325195,21.09175128573665,19.704999534050717,20.126646084227545,15900.0,,,,,,
2023-05-24,20.145383834838867,20.83875962213507,20.145383834838867,20.59514081246202,12600.0,,,,,,
2023-05-25,20.29530334472656,20.50144151793133,20.126644027024756,20.126644027024756,8600.0,,,,,,
2023-05-26,19.442642211914062,20.1641286409892,19.33957221142454,20.1641286409892,8700.0,,,,,,
2023-05-30,19.20838928222656,19.57381660399232,18.936659990633817,19.57381660399232,9500.0,,,,,,
2023-05-31,18.63682174682617,19.13342952087409,18.18706477439146,19.11468920022881,24200.0,,,,,,
2023-06-01,18.75863647460937,19.18965322820437,18.515017610204293,18.561866635707837,15800.0,,,,,,
2023-06-02,21.1948184967041,21.38221634314643,18.96477036279016,19.00225100438384,22000.0,,,,,,
2023-06-05,20.79191017150879,21.40095628934253,20.79191017150879,21.054267509370835,13900.0,,,,,,
2023-06-06,22.422283172607425,22.80645085176168,20.57640249322298,20.97931049506173,25800.0,,,,,,
2023-06-07,23.443605422973636,23.54667361414304,22.253621846871468,22.637789491569745,39200.0,,,,,,
2023-06-08,23.2093563079834,23.41549447337676,22.787708029706817,23.171875666725327,17400.0,,,,,,
2023-06-09,22.94700050354004,23.53730817860667,22.825191976163527,23.30305949834941,12500.0,,,,,,
2023-06-12,21.20418930053711,23.04069984411113,21.119861421635644,23.04069984411113,22300.0,,,,,,
2023-06-13,21.79449462890625,21.888194446420624,21.31662716804077,21.36347618321028,19900.0,,,,,,
2023-06-14,20.85750389099121,21.916307199623976,20.85750389099121,21.84134768916481,17100.0,,,,,,
2023-06-15,21.32599830627441,21.54150664541545,20.76380116258765,21.54150664541545,19700.0,,,,,,
2023-06-16,21.241668701171875,21.625836363145822,20.998049878695028,21.625836363145822,36500.0,,,,,,
2023-06-20,22.337953567504883,22.337953567504883,21.2885187276462,21.2885187276462,14300.0,,,,,,
2023-06-21,22.337953567504883,22.619051259822555,21.991264745615915,22.337953567504883,17800.0,,,,,,
2023-06-22,21.035531997680664,22.33795407536606,20.913721684311543,22.33795407536606,19700.0,,,,,,
2023-06-23,21.400957107543945,21.43843596273913,20.59514116833039,20.820019661027693,276700.0,,,,,,
2023-06-26,21.831974029541016,22.225511843201968,21.21355772052744,21.21355772052744,24200.0,,,,,,
2023-06-27,22.0100040435791,22.3473226883954,21.513396237285708,21.6633170250072,28900.0,,,,,,
2023-06-28,21.213558197021484,21.97252514645669,20.91372019648309,21.97252514645669,15100.0,,,,,,
2023-06-29,21.457178115844727,22.010005127781,21.30725910791376,21.475918438629986,14800.0,,,,,,
2023-06-30,21.09175109863281,21.43843813989106,20.92309176518801,21.260410432077613,16800.0,,,,,,
2023-07-03,21.588359832763672,21.588359832763672,20.85750328658369,21.03553278895618,6000.0,,,,,,
2023-07-05,21.1948184967041,21.71953496878812,20.74505973345673,21.40095666394327,23500.0,,,,,,
2023-07-06,20.182842254638672,21.18536342887221,19.70995467004812,21.18536342887221,12900.0,,,,,,
2023-07-07,20.835424423217773,21.005662412202557,20.36253691132931,20.49494483740282,40600.0,,,,,,
2023-07-10,20.94892120361328,21.175907044725147,20.523323427999696,20.523323427999696,17100.0,,,,,,
2023-07-11,20.80705070495605,21.04349446296692,20.721930807758326,20.920544502527264,11100.0,,,,,,
2023-07-12,21.194822311401367,21.50692805853878,20.948920540335067,21.04349842211796,17000.0,,,,,,
2023-07-13,21.51638603210449,21.51638603210449,20.636814797988578,20.636814797988578,7800.0,,,,,,
2023-07-14,21.194822311401367,21.573132034609888,20.948920540335067,21.573132034609888,11800.0,,,,,,
2023-07-17,21.07186889648437,21.67716435505163,21.07186889648437,21.138072861774823,15900.0,,,,,,
2023-07-18,21.819032669067383,22.036560523090323,20.788137599574195,21.2704831480096,18300.0,,,,,,
2023-07-19,22.802637100219727,22.8215512302944,21.856862047421533,21.960896076561863,31700.0,,,,,,
2023-07-20,23.40793228149414,23.40793228149414,22.537819170994823,22.802636832076438,21300.0,,,,,,
2023-07-21,22.604022979736328,23.407932120413875,22.39595312141149,23.407932120413875,22900.0,,,,,,
2023-07-24,22.849925994873047,23.341729473856628,22.660770255595416,22.660770255595416,11700.0,,,,,,
2023-07-25,22.367582321166992,23.209323445802344,22.046018620326155,22.85938584056156,14400.0,,,,,,
2023-07-26,23.3322696685791,23.407931597545574,22.424324717058752,22.481072516725614,19400.0,,,,,,
2023-07-27,21.923065185546875,23.39847370716095,21.923065185546875,23.39847370716095,14700.0,,,,,,
