Price,Close,High,Low,Open,Volume
Ticker,SHOP,SHOP,SHOP,SHOP,SHOP
Date,,,,,
2023-01-17,39.97999954223633,40.29999923706055,38.04999923706055,39.189998626708984,20077200
2023-01-18,39.16999816894531,41.029998779296875,39.095001220703125,40.380001068115234,19447800
2023-01-19,38.060001373291016,39.470001220703125,37.90999984741211,38.41999816894531,15311900
2023-01-20,40.47999954223633,40.47999954223633,38.13999938964844,38.58000183105469,15073100
2023-01-23,44.040000915527344,44.11000061035156,41.900001525878906,42.11000061035156,29496300
2023-01-24,42.689998626708984,45.5,42.0,45.5,16032500
2023-01-25,47.33000183105469,48.27000045776367,44.34000015258789,44.959999084472656,59097900
2023-01-26,48.33000183105469,49.08000183105469,46.439998626708984,48.70000076293945,28958200
2023-01-27,50.08000183105469,50.16999816894531,47.619998931884766,47.75,24480200
2023-01-30,47.189998626708984,49.650001525878906,47.04999923706055,49.58000183105469,18872900
2023-01-31,49.27000045776367,49.744998931884766,47.72999954223633,47.880001068115234,21531600
2023-02-01,50.2599983215332,50.84000015258789,48.279998779296875,49.369998931884766,26964600
2023-02-02,53.630001068115234,54.4900016784668,52.33000183105469,52.7400016784668,26663500
2023-02-03,52.93000030517578,54.665000915527344,51.0,51.27000045776367,21572000
2023-02-06,51.56999969482422,52.88999938964844,51.400001525878906,51.66999816894531,13585900
2023-02-07,51.349998474121094,51.79999923706055,49.34000015258789,51.61000061035156,20441200
2023-02-08,49.79999923706055,51.720001220703125,49.7599983215332,51.11000061035156,13116400
2023-02-09,49.63999938964844,51.2599983215332,49.39500045776367,50.720001220703125,17396400
2023-02-10,48.29999923706055,49.150001525878906,47.32600021362305,48.86000061035156,14714100
2023-02-13,48.70000076293945,49.119998931884766,47.91999816894531,48.380001068115234,11358400
2023-02-14,50.11000061035156,50.72999954223633,47.939998626708984,48.75,18465400
2023-02-15,53.38999938964844,53.70000076293945,50.209999084472656,51.0,36098100
2023-02-16,44.90999984741211,46.91999816894531,44.30500030517578,45.540000915527344,66831900
2023-02-17,43.61000061035156,45.029998779296875,42.91999816894531,44.13999938964844,26415300
2023-02-21,41.41999816894531,42.849998474121094,41.13999938964844,42.130001068115234,24483300
2023-02-22,42.029998779296875,42.92499923706055,41.02000045776367,42.029998779296875,20094700
2023-02-23,42.380001068115234,42.81999969482422,40.939998626708984,42.689998626708984,20430900
2023-02-24,40.75,41.09000015258789,39.869998931884766,40.45000076293945,20981600
2023-02-27,40.47999954223633,41.04999923706055,39.7400016784668,40.939998626708984,18491800
2023-02-28,41.13999938964844,41.35900115966797,40.40999984741211,40.5099983215332,13054900
2023-03-01,40.099998474121094,41.45000076293945,40.0,41.13999938964844,13484800
2023-03-02,41.18000030517578,41.40999984741211,39.02000045776367,39.119998931884766,16917000
2023-03-03,43.400001525878906,43.48899841308594,41.220001220703125,41.310001373291016,16948500
2023-03-06,43.47999954223633,44.05500030517578,43.16999816894531,43.709999084472656,14875100
2023-03-07,42.459999084472656,43.68000030517578,42.220001220703125,43.119998931884766,13295700
2023-03-08,43.70000076293945,43.81999969482422,42.025001525878906,42.380001068115234,13779400
