Price,Close,High,Low,Open,Volume
Ticker,COST,COST,COST,COST,COST
Date,,,,,
2023-01-17,469.626953125,473.2063157693072,467.3114820676976,468.04472585558796,1539900
2023-01-18,462.5840759277344,471.59513723320026,461.66752115310663,467.73600882266345,1925500
2023-01-19,452.9555358886719,460.741334453498,451.58556180317225,459.46781502314764,1919500
2023-01-20,463.2015380859375,463.404163533719,452.9362714491373,457.22956373983754,2588600
2023-01-23,475.2613220214844,477.7987037934685,460.77996193323787,463.0472058802284,2709400
2023-01-24,474.7789001464844,476.2164454816036,469.8585350420545,474.7210155765132,1510200
2023-01-25,473.59228515625,474.61495192010466,467.43697008596,472.125797387088,1329800
2023-01-26,480.7509460449219,481.1079401816513,474.45091961962834,475.8305805064741,1576400
2023-01-27,485.5652160644531,491.1705979952981,480.3264266183018,482.15953625584325,2034100
2023-01-30,485.5555419921875,487.79384356679645,482.7480225024762,482.7480225024762,1855900
2023-01-31,493.13873291015625,493.39921347572766,484.3206104518493,485.5073030250782,1924100
2023-02-01,499.6703186035156,502.12090305532456,486.9448685923196,490.40843312468024,2080200
2023-02-02,505.8749694824219,512.2729403185244,503.17856295396876,506.7061122705014,2287400
2023-02-03,497.53448486328125,504.05810151530363,495.311634690591,501.7192806545177,1844100
2023-02-06,498.2980041503906,499.8732824216129,495.08934429032195,497.18654962178664,1740100
2023-02-07,499.2064208984375,500.6174170321047,490.3729480298478,494.8186476372877,1927300
2023-02-08,486.91302490234375,495.0023039176011,484.7384862640888,494.1421684153845,2062900
2023-02-09,483.83966064453125,492.0835766591923,481.7037888325678,488.3433751012887,1517300
2023-02-10,483.22113037109375,483.76234651252463,478.7657565114451,481.79078606619817,1536800
2023-02-13,489.4644775390625,489.79307093600136,484.53551759684643,484.9124222750155,1452600
2023-02-14,486.3428649902344,490.81758744594663,481.9068092614293,488.0728397169593,1257300
2023-02-15,494.1324768066406,494.26779558536623,484.52584631539713,485.8692420724575,1422600
2023-02-16,487.1933288574219,493.60097438428005,486.7100980272705,486.71974258790647,1456000
2023-02-17,490.4599304199219,490.68219770584284,485.00907298287,487.35756753020837,1340400
2023-02-21,484.9124755859375,487.0870143735647,479.8965370896184,484.0233473538979,1811800
2023-02-22,480.7084045410156,488.5077281324737,479.94489153106593,487.0193983334208,1332000
2023-02-23,476.60089111328125,482.12902319194603,471.4979455131582,482.07103785504165,1546300
2023-02-24,472.2228088378906,473.91411671173955,468.44396977167145,472.1938161683874,1587600
2023-02-27,470.69580078125,476.4655778222682,469.3910716977304,476.0306582964057,1501700
2023-02-28,467.94134521484375,472.48372628790287,467.5547664944711,469.31373359034217,1918200
2023-03-01,462.6162414550781,466.3950808007068,459.088632604962,464.9647363406952,1759300
2023-03-02,469.4007263183594,471.08236002647965,459.61046581124845,461.3500848545406,2379200
2023-03-03,459.320556640625,460.03572879771303,449.7235703869795,458.9049557306313,5354200
2023-03-06,466.87823486328125,472.42574424317894,459.5717878693341,460.5382494240262,3104700
2023-03-07,468.87884521484375,478.6014466731136,468.7338818718413,469.7969955439724,2659100
2023-03-08,469.7390441894531,470.5508684630652,465.00338784634783,466.8009924177596,1548500
2023-03-09,463.43768310546875,473.56621188779087,462.5678735130601,471.1307391302328,1629400
2023-03-10,455.3387451171875,464.3461450656374,452.6713015884763,462.9158007338331,2123000
2023-03-13,456.1698913574219,460.7025987814946,451.144279061789,451.144279061789,1799600
2023-03-14,465.7571716308594,468.8884976717531,457.1363214705582,459.48481600122847,2422900
2023-03-15,469.3717346191406,470.6861082111723,462.49053288658206,465.36092495978284,2226300
2023-03-16,470.9181213378906,471.76861232396925,466.5690438360455,468.66624913692306,1979600
2023-03-17,470.71514892578125,473.46957060954895,465.36097246023303,472.6674203934268,3959300
2023-03-20,472.8800354003906,474.32972789505243,469.4297601845189,471.63329159664204,1623800
2023-03-21,474.3876953125,476.4655819108636,469.6906764703375,476.4655819108636,1664000
2023-03-22,471.1693420410156,479.96414837713576,471.00506008798516,473.0442798783844,1299700
2023-03-23,471.4013366699219,476.70720160959326,468.04771361568316,474.2330621827618,1565900
2023-03-24,478.65948486328125,479.3360198640853,470.24161155067844,470.6088717228823,1635200
2023-03-27,476.6781921386719,483.09548183392735,475.99201266013705,480.6020238801423,1452100
2023-03-28,470.4444885253906,477.49000163972767,469.13011494534675,476.0886205634731,1407800
2023-03-29,474.4070129394531,474.822584359447,469.60369748551847,472.79303854307955,1643000
2023-03-30,474.9965515136719,479.11365781934086,474.53263933393345,476.4655625084098,1545500
2023-03-31,480.2057800292969,481.64579840385244,477.37405456352025,478.3985015203819,2082000
2023-04-03,480.36041259765625,482.45764726769437,478.3984967101028,479.84818912437584,1804700
2023-04-04,481.03692626953125,485.7242412733391,478.8817063576662,479.8481679244829,1913300
2023-04-05,480.4570617675781,487.2222929934943,478.5531312285219,482.26434024745066,1941500
2023-04-06,469.6810302734375,471.48830878982,461.485425090613,465.83450239513184,4114700
2023-04-10,477.26776123046875,477.3354206270387,465.5059390331985,467.67080377087643,1653600
2023-04-11,481.926025390625,483.22108027293126,476.4655237655528,477.2676738403457,1547400
2023-04-12,472.93798828125,483.279109670315,472.1551567473866,483.2307983881031,2063700
2023-04-13,481.1915588378906,481.72310089668713,473.8657637181487,476.93910439125443,1600500
2023-04-14,474.82257080078125,483.58838456400537,473.72081991713407,479.54858216718696,1675300
2023-04-17,477.37408447265625,481.19161990543597,474.6776481277158,476.24331132991676,1411800
2023-04-18,480.2347717285156,480.9402993269958,477.5480096122349,479.46161423231734,1339600
2023-04-19,479.3939514160156,481.28820791401745,477.26772407555706,480.45706508624494,1098800
2023-04-20,488.62371826171875,493.53336046512453,478.8914708612044,479.1234122429467,2936500
2023-04-21,489.3678894042969,493.51401837012855,488.50772433113656,492.28659313063326,1508600
2023-04-24,494.2677917480469,494.52872575547735,488.8459269744591,489.1262090895955,1374100
2023-04-25,486.2945251464844,495.9204749961486,485.41504149893467,493.98755168128844,1789900
2023-04-26,478.0699462890625,486.00458855830874,476.84255055247786,483.6367750985286,1441900
2023-04-27,484.4582214355469,485.4150385265106,478.23420604028416,478.23420604028416,1361600
2023-04-28,486.3428649902344,487.8988541929128,483.849406745037,484.7385350054044,1169400
2023-05-01,477.0357971191406,483.27913105220205,472.40643760742535,482.4093214754336,2203200
2023-05-02,478.21484375,479.05566059097305,473.3825359337723,478.398473806542,1940800
2023-05-03,473.6241455078125,482.05169141557417,473.23756678607526,479.9448123121502,1426400
2023-05-04,474.8832092285156,475.43524844503963,470.6122203077406,473.52734676690096,1487000
2023-05-05,483.3283386230469,483.65761739901467,477.44000891680037,477.653075131319,1708200
2023-05-08,483.3283386230469,484.4808291167269,480.0742686801282,481.691609419605,1015000
2023-05-09,485.0038146972656,485.9238505115105,480.74251996688525,481.29452963319807,1571800
2023-05-10,483.9094543457031,489.05206732717716,479.49319946393547,486.1272760190375,1257600
2023-05-11,486.0691833496094,487.14417918060224,481.86596501933286,483.76420218642147,1046700
2023-05-12,488.1803894042969,490.07859675221727,485.40086411308897,487.3087656923853,1471900
2023-05-15,486.2143859863281,489.0810707193374,483.1346054946043,488.12228758304076,1135700
2023-05-16,480.51007080078125,484.5195815461386,478.71838164484495,484.2387148159814,1229300
2023-05-17,479.3963317871094,482.31145833313764,476.39404581833554,482.3017641009706,2069500
2023-05-18,482.3985900878906,482.882828779094,478.50529209504185,479.396304291313,2298900
2023-05-19,480.8683776855469,483.6479325905714,478.35036014406705,483.6479325905714,1634400
2023-05-22,476.3649597167969,481.3332533586274,473.1399430760139,481.3332533586274,1943800
2023-05-23,469.58563232421875,471.8131480781156,467.7455311748846,471.8131480781156,1800200
2023-05-24,467.5421447753906,471.89059871054445,465.75045572909784,471.89059871054445,1600600
2023-05-25,471.21270751953125,473.13999780845194,461.7216400086055,465.0725638241366,3421900
2023-05-26,491.2698669433594,494.6498436911168,468.8592851932668,470.34105446791546,5302600
2023-05-30,492.01556396484375,498.56245097960715,485.7785672505612,493.7200936176169,2544800
