Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'MATW')","('High', 'MATW')","('Low', 'MATW')","('Open', 'MATW')","('Volume', 'MATW')"
2023-01-17,34.97212219238281,35.481838208326224,34.77390049754617,34.92492706514896,109100.0,,,,,,
2023-01-18,34.934364318847656,35.368568847248795,34.755021396757584,35.094832070829185,91300.0,,,,,,
2023-01-19,34.28306579589844,34.73614553231799,34.18867553442849,34.62287649840252,87900.0,,,,,,
2023-01-20,34.16035461425781,34.415212633965275,33.75447001999306,34.415212633965275,110000.0,,,,,,
2023-01-23,33.99045181274414,34.43409398405431,33.70727741434188,34.009330586072004,84400.0,,,,,,
2023-01-24,34.12260437011719,34.22643222576486,33.62232586204987,34.04708927427384,53400.0,,,,,,
2023-01-25,35.4440803527832,35.48183789453934,34.009326172866466,34.1037200272568,85900.0,,,,,,
2023-01-26,35.45352554321289,35.868847747170484,35.06651969839215,35.3968892241814,109200.0,,,,,,
2023-01-27,32.64065170288086,35.217544689830774,32.49906271208106,34.77390254603186,233800.0,,,,,,
2023-01-30,33.26363754272461,33.94325535215608,32.56513735994601,32.65952762213553,134900.0,,,,,,
2023-01-31,34.96268844604492,34.97212603222495,33.26363847377333,33.27307605995336,218500.0,,,,,,
2023-02-01,35.11370849609375,35.32136776023233,33.99988629471028,34.89660804677421,198400.0,,,,,,
2023-02-02,36.02931213378906,36.3596852623274,35.00044600419885,35.170347760801846,191000.0,,,,,,
2023-02-03,36.66557312011719,36.88398971944764,35.86787598132555,35.86787598132555,155700.0,,,,,,
2023-02-06,36.09578704833984,36.580105104548345,35.49751691667474,36.30470884690715,166800.0,,,,,,
2023-02-07,35.668453216552734,36.13377444235287,35.250609608388544,35.98183230008946,111000.0,,,,,,
2023-02-08,35.18413162231445,35.45952785963203,34.7188104431368,35.32657895129556,102800.0,,,,,,
2023-02-09,35.11765670776367,35.57348308290699,34.937226566327574,35.421540957859214,113200.0,,,,,,
2023-02-10,35.54499816894531,35.60197782928126,35.10816497412869,35.1366529930035,98300.0,,,,,,
2023-02-13,36.20024871826172,36.23823515928013,35.5355004907851,35.61147337282192,96800.0,,,,,,
2023-02-14,36.39017868041992,36.86499834339261,36.000826701685774,36.13377562770428,141500.0,,,,,,
2023-02-15,37.187870025634766,37.3018257125483,35.75391646233274,36.03880749090956,121600.0,,,,,,
2023-02-16,37.187870025634766,37.33031735121616,36.551613515899405,36.81751132622631,126000.0,,,,,,
2023-02-17,37.27334213256836,37.64370087605521,37.00744429059552,37.425284274065184,216200.0,,,,,,
2023-02-21,36.228736877441406,37.16887765545437,36.14326920465968,37.02643394920886,118500.0,,,,,,
2023-02-22,36.05780029296875,36.9219717891426,35.98182742084598,36.19074919659767,150400.0,,,,,,
2023-02-23,36.36168670654297,36.51362883727127,36.01981600675776,36.15276491832175,97300.0,,,,,,
2023-02-24,35.516510009765625,36.0388108817297,35.393055890818594,35.99132964293048,90300.0,,,,,,
2023-02-27,35.48802185058594,36.11478368295945,35.33607969796771,35.810899377723,86000.0,,,,,,
2023-02-28,36.23823928833008,36.32370697906665,35.44054204898436,35.44054204898436,182000.0,,,,,,
2023-03-01,36.69405746459961,37.20686349302324,36.1052821852536,36.23823109130728,142500.0,,,,,,
2023-03-02,37.406288146972656,37.57722349569769,36.28571358203573,36.51362858786448,125800.0,,,,,,
2023-03-03,37.007442474365234,37.53923813221175,36.62758532797239,37.53923813221175,86200.0,,,,,,
2023-03-06,35.52600860595703,37.007447323917226,35.31708678580468,37.007447323917226,159800.0,,,,,,
2023-03-07,35.55449295043945,35.86787564825547,35.146147774695976,35.72542830877795,133300.0,,,,,,
2023-03-08,35.41204833984375,35.86787474304714,34.98470995478238,35.68744459050399,81900.0,,,,,,
2023-03-09,34.89923858642578,35.51650547984588,34.89923858642578,35.48801384213124,83600.0,,,,,,
2023-03-10,34.43391418457031,34.83276451362588,34.044562275717865,34.71880882928967,106900.0,,,,,,
2023-03-13,33.550758361816406,34.34845189979429,33.44629745872317,33.968598351602886,119800.0,,,,,,
2023-03-14,34.03506851196289,34.5953557756321,33.82614673217864,34.31995954275032,108900.0,,,,,,
2023-03-15,34.11103439331055,34.23448848940456,33.01895161274238,33.275354601898115,172400.0,,,,,,
2023-03-16,34.281978607177734,34.58586290512671,32.98097373017203,33.70270165474078,117400.0,,,,,,
2023-03-17,33.13291549682617,34.21550374860073,32.92399368592703,33.96859911783619,676200.0,,,,,,
2023-03-20,33.56025314331055,34.101547256703746,33.23737563509474,33.43679901948456,122700.0,,,,,,
2023-03-21,34.25348663330078,34.85176036072604,34.09204970352755,34.09204970352755,149700.0,,,,,,
2023-03-22,33.655216217041016,34.4908998334711,33.55075893475046,34.36744570747214,76500.0,,,,,,
2023-03-23,32.77204895019531,33.75967464041864,32.55363235722816,33.607732505198605,128600.0,,,,,,
2023-03-24,32.9809684753418,33.12341580219099,32.43017963153598,32.43017963153598,94000.0,,,,,,
2023-03-27,33.284854888916016,33.48427826140177,33.05694349824266,33.25636687072841,80600.0,,,,,,
2023-03-28,33.69319534301758,33.75017499401044,33.085426889436654,33.21837578583426,122900.0,,,,,,
2023-03-29,33.40830612182617,33.98758659221684,33.26585879801059,33.8831257044302,66300.0,,,,,,
2023-03-30,33.84513854980469,34.42441900789613,33.51276629807314,33.51276629807314,76900.0,,,,,,
2023-03-31,34.243995666503906,34.329463351413295,33.8926265048839,34.120541538837784,107500.0,,,,,,
2023-04-03,34.08255386352539,34.54787871400113,33.88313048014426,34.37694335036404,103400.0,,,,,,
2023-04-04,33.56974411010742,34.28197350669459,33.332334311245035,34.21549905282001,103900.0,,,,,,
2023-04-05,33.34183883666992,33.51277421295564,33.009462883853594,33.41780810247096,78700.0,,,,,,
2023-04-06,33.579246520996094,33.902124030720536,33.30385025216921,33.474785617469585,65000.0,,,,,,
2023-04-10,34.224998474121094,34.329459368288624,33.503270635828784,33.503270635828784,100700.0,,,,,,
2023-04-11,34.718807220458984,34.89923734751254,34.224994447770285,34.37693656070637,76500.0,,,,,,
2023-04-12,35.098663330078125,35.29808668906373,34.91823318946058,34.91823318946058,60500.0,,,,,,
