Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2023-01-17,105.59949493408203,106.67484763024837,105.35637004084265,106.04834034205047,16542200
2023-01-18,103.4300765991211,106.71223723387496,103.23370898974673,105.90806104263436,16399700
2023-01-19,104.09400177001953,104.85142080998644,102.46695055543462,102.9251417038209,12928000
2023-01-20,105.99221801757812,106.07637964308634,103.43007902460175,104.13139498916554,16515600
2023-01-23,105.44051361083984,107.15171904603297,105.32830049453435,106.26338839461661,16584400
2023-01-24,106.42234802246094,106.61871561873157,98.06266732997098,102.07419514161052,13583000
2023-01-25,105.8613052368164,106.27274621492202,104.15944546486341,105.88001099081475,11914700
2023-01-26,110.11595153808594,110.13465015679246,106.91794554353528,107.27328350634892,21019700
2023-01-27,108.10551452636719,110.03179335016384,107.89979404340743,109.35852890926084,15179200
2023-01-30,106.18859100341797,107.99331112889206,105.8052086331558,107.61927450203865,18672100
2023-01-31,108.47955322265625,108.84423694618977,103.2617608386548,104.82335597626287,27861800
2023-02-01,107.2919921875,109.76062386923898,105.98286759647961,108.31124178937951,19464900
2023-02-02,103.93502807617188,107.6005711634836,102.70071225558098,107.39485067102596,24562100
2023-02-03,104.65504455566406,106.70288950591514,104.31841231359115,104.63634593517338,20226600
2023-02-06,104.47738647460938,105.74909960452209,103.15890895638888,105.06648935249098,13855200
2023-02-07,107.4603042602539,107.82498798580812,104.74854780975338,105.09453291555177,16013300
2023-02-08,106.52521514892578,108.31123651753305,106.45975927926845,107.58186907445008,18459700
2023-02-09,106.92729187011719,108.69460729703447,106.76832865130862,107.17976957919335,17439300
2023-02-10,111.43444061279297,111.86458025740333,108.6198307338759,108.94711012280165,24918600
2023-02-13,111.0009765625,111.35904163149604,109.21063683941752,110.92559217248468,14536200
2023-02-14,109.70063018798828,111.01040352078006,109.323715395382,110.2565811246192,12079000
2023-02-15,109.3708267211914,109.38966922476314,107.55221959183652,109.0410289908009,13663400
2023-02-16,109.05045318603516,110.03984637129957,108.1741293996288,108.65468872287809,11360600
2023-02-17,104.85729217529297,107.59934023043498,104.57461147796133,107.59934023043498,20758300
2023-02-21,104.7536392211914,105.8938012220956,104.41441663706519,104.41441663706519,14469400
2023-02-22,103.3967514038086,104.56518070244245,102.36965885130093,104.10346389064419,13973800
2023-02-23,104.34845733642578,105.37554993775228,103.55694276429294,104.33903967893718,11289400
2023-02-24,104.35787200927734,104.55575063301967,102.72771879123223,103.01983149308589,14351000
2023-02-27,104.16943359375,104.83845395051083,103.6134826449166,104.40500444566797,11710500
2023-02-28,103.56637573242188,104.9326838367704,102.91619786214669,104.81960723657625,18107000
2023-03-01,104.48979949951172,105.40381549395146,102.93503054323135,103.0009900897862,13200000
2023-03-02,104.9703598022461,105.25304047543428,103.81134819392672,104.23537998728544,10339900
2023-03-03,106.29898834228516,106.82667193627395,103.60405723583972,103.69829132733717,13006700
2023-03-06,107.24125671386719,107.26952406173373,105.41323205767291,105.52630144913908,14347400
2023-03-07,105.1682357788086,106.63819537167089,104.75362884172404,106.2989728211564,11525300
2023-03-08,103.63233184814453,105.93149846342004,102.77485050047916,104.8101861021562,13509800
2023-03-09,102.83137512207031,105.75245913686294,102.73714822879822,104.47095325901938,12961200
2023-03-10,101.5593032836914,104.63114916798092,100.96566733219372,103.23656657853881,15795700
2023-03-13,100.39087677001953,101.63469060107656,97.73363780416805,99.26013234875278,20745600
2023-03-14,100.76779174804688,102.71831814980992,98.90206740377039,100.21184078911094,18263500
2023-03-15,95.75483703613281,98.18592262614423,94.43563890252146,96.88557418548457,25733800
2023-03-16,95.19888305664062,95.81136865494258,92.36260823896774,93.38970080025278,27465200
2023-03-17,94.07756805419922,95.74541364220504,93.4179725719126,94.79370542714726,43199500
2023-03-20,96.53692626953125,96.5652008088162,93.75719326444711,93.87968751180948,32042100
