Date,AdjClose,Close,High,Low,Open,Volume,"('Close', 'BRLT')","('High', 'BRLT')","('Low', 'BRLT')","('Open', 'BRLT')","('Volume', 'BRLT')"
2023-01-17,4.639999866485596,4.670000076293945,4.489999771118164,4.5,64400.0,,,,,,
2023-01-18,4.510000228881836,4.78000020980835,4.510000228881836,4.639999866485596,88100.0,,,,,,
2023-01-19,4.289999961853027,4.5,4.269999980926514,4.420000076293945,94000.0,,,,,,
2023-01-20,4.519999980926514,4.599999904632568,4.25,4.289999961853027,67000.0,,,,,,
2023-01-23,4.730000019073486,4.739999771118164,4.550000190734863,4.739999771118164,156800.0,,,,,,
2023-01-24,4.639999866485596,4.829999923706055,4.619999885559082,4.650000095367432,27900.0,,,,,,
2023-01-25,4.690000057220459,4.690000057220459,4.449999809265137,4.610000133514404,70000.0,,,,,,
2023-01-26,4.559999942779541,4.75,4.480000019073486,4.699999809265137,58100.0,,,,,,
2023-01-27,4.659999847412109,4.789999961853027,4.510000228881836,4.510000228881836,105300.0,,,,,,
2023-01-30,4.570000171661377,4.75,4.550000190734863,4.590000152587891,91200.0,,,,,,
2023-01-31,4.800000190734863,4.855000019073486,4.570000171661377,4.590000152587891,78000.0,,,,,,
2023-02-01,5.190000057220459,5.230000019073486,4.739999771118164,4.820000171661377,138900.0,,,,,,
2023-02-02,5.510000228881836,5.710000038146973,5.201000213623047,5.300000190734863,235200.0,,,,,,
2023-02-03,5.539999961853027,5.875,5.230000019073486,5.340000152587891,175600.0,,,,,,
2023-02-06,5.429999828338623,5.590000152587891,5.355000019073486,5.480000019073486,59000.0,,,,,,
2023-02-07,5.409999847412109,5.492000102996826,5.099999904632568,5.349999904632568,132500.0,,,,,,
2023-02-08,5.46999979019165,5.544000148773193,5.329999923706055,5.480000019073486,68800.0,,,,,,
2023-02-09,5.550000190734863,5.849999904632568,5.480000019073486,5.579999923706055,71800.0,,,,,,
2023-02-10,5.400000095367432,5.53000020980835,5.25,5.460000038146973,67700.0,,,,,,
2023-02-13,5.610000133514404,5.650000095367432,5.400000095367432,5.510000228881836,58700.0,,,,,,
2023-02-14,5.630000114440918,5.670000076293945,5.438000202178955,5.610000133514404,28700.0,,,,,,
2023-02-15,5.920000076293945,5.960000038146973,5.619999885559082,5.639999866485596,62000.0,,,,,,
2023-02-16,5.53000020980835,5.940000057220459,5.360000133514404,5.940000057220459,158100.0,,,,,,
2023-02-17,5.5,5.690000057220459,5.349999904632568,5.5,48100.0,,,,,,
2023-02-21,5.110000133514404,5.460000038146973,5.110000133514404,5.329999923706055,46300.0,,,,,,
2023-02-22,5.079999923706055,5.210000038146973,5.0,5.050000190734863,65100.0,,,,,,
2023-02-23,5.150000095367432,5.25,5.0,5.090000152587891,68000.0,,,,,,
2023-02-24,5.139999866485596,5.146999835968018,5.03000020980835,5.099999904632568,30000.0,,,,,,
2023-02-27,5.119999885559082,5.269999980926514,5.050000190734863,5.139999866485596,34600.0,,,,,,
2023-02-28,5.150000095367432,5.230000019073486,5.050000190734863,5.090000152587891,28300.0,,,,,,
2023-03-01,5.0,5.239999771118164,4.960000038146973,5.119999885559082,44200.0,,,,,,
2023-03-02,4.940000057220459,4.989999771118164,4.860000133514404,4.989999771118164,29500.0,,,,,,
2023-03-03,5.139999866485596,5.150000095367432,4.892000198364258,4.940000057220459,56600.0,,,,,,
2023-03-06,5.25,5.400000095367432,5.040999889373779,5.179999828338623,62800.0,,,,,,
2023-03-07,4.900000095367432,5.269999980926514,4.849999904632568,5.230000019073486,98100.0,,,,,,
2023-03-08,4.889999866485596,4.953000068664551,4.78000020980835,4.869999885559082,44300.0,,,,,,
2023-03-09,4.579999923706055,4.900000095367432,4.519999980926514,4.789999961853027,75000.0,,,,,,
2023-03-10,4.349999904632568,4.679999828338623,4.21999979019165,4.550000190734863,60800.0,,,,,,
2023-03-13,4.25,4.53000020980835,4.159999847412109,4.210000038146973,64600.0,,,,,,
2023-03-14,4.260000228881836,4.605000019073486,4.170000076293945,4.309999942779541,133800.0,,,,,,
2023-03-15,4.360000133514404,4.5,4.170000076293945,4.170000076293945,177700.0,,,,,,
2023-03-16,3.890000104904175,4.079999923706055,3.799999952316284,3.920000076293945,322700.0,,,,,,
2023-03-17,3.920000076293945,4.099999904632568,3.849999904632568,4.039999961853027,144800.0,,,,,,
2023-03-20,3.7100000381469727,4.0,3.680000066757202,3.950000047683716,120600.0,,,,,,
2023-03-21,3.809999942779541,3.859999895095825,3.660000085830689,3.839999914169312,190100.0,,,,,,
2023-03-22,3.680000066757202,3.829999923706055,3.640000104904175,3.809999942779541,96500.0,,,,,,
2023-03-23,3.509999990463257,3.829999923706055,3.5,3.7200000286102295,162100.0,,,,,,
2023-03-24,3.509999990463257,3.630000114440918,3.450000047683716,3.5199999809265137,132300.0,,,,,,
2023-03-27,3.5299999713897705,3.5999999046325684,3.450000047683716,3.5199999809265137,60800.0,,,,,,
2023-03-28,3.7100000381469727,3.7100000381469727,3.549999952316284,3.5999999046325684,88800.0,,,,,,
2023-03-29,3.630000114440918,3.7699999809265137,3.5799999237060547,3.75,93500.0,,,,,,
2023-03-30,3.7300000190734863,3.7699999809265137,3.61899995803833,3.660000085830689,76600.0,,,,,,
2023-03-31,3.910000085830689,3.9600000381469727,3.711999893188477,3.799999952316284,63700.0,,,,,,
2023-04-03,3.890000104904175,4.039000034332275,3.839999914169312,3.940000057220459,51600.0,,,,,,
2023-04-04,3.859999895095825,3.890000104904175,3.759999990463257,3.849999904632568,51400.0,,,,,,
2023-04-05,3.690000057220459,3.849999904632568,3.5999999046325684,3.849999904632568,64900.0,,,,,,
2023-04-06,3.7699999809265137,3.940000057220459,3.609999895095825,3.630000114440918,90800.0,,,,,,
2023-04-10,3.890000104904175,3.920000076293945,3.7300000190734863,3.75,59900.0,,,,,,
2023-04-11,3.950000047683716,4.119999885559082,3.880000114440918,3.890000104904175,52000.0,,,,,,
2023-04-12,3.930000066757202,4.039999961853027,3.849999904632568,4.039999961853027,46000.0,,,,,,
2023-04-13,3.930000066757202,4.010000228881836,3.8550000190734863,3.900000095367432,66700.0,,,,,,
2023-04-14,3.759999990463257,3.947999954223633,3.7200000286102295,3.900000095367432,61000.0,,,,,,
2023-04-17,3.7799999713897705,3.900000095367432,3.7300000190734863,3.740000009536743,50100.0,,,,,,
2023-04-18,3.670000076293945,3.890000104904175,3.660000085830689,3.809999942779541,58300.0,,,,,,
2023-04-19,3.819999933242798,3.8350000381469727,3.650000095367432,3.650000095367432,37300.0,,,,,,
