Date,Open,High,Low,Close,Adj Close,Volume
2020-01-27,217.6699981689453,219.27999877929688,217.17999267578125,218.1000061035156,211.51953125,42264400
2020-01-28,219.63999938964844,221.9600067138672,219.0599975585937,221.4499969482422,214.7684631347656,26731900
2020-01-29,222.67999267578125,222.92999267578125,220.8300018310547,221.8099975585937,215.11756896972656,28924500
2020-01-30,220.3800048828125,222.6999969482422,219.69000244140625,222.6000061035156,215.8837432861328,39568100
2020-01-31,223.52999877929688,223.5599975585937,218.2899932861328,219.07000732421875,212.46023559570312,52015800
2020-02-03,220.13999938964844,222.88999938964844,219.9900054931641,222.3800048828125,215.6703643798828,25408600
2020-02-04,225.4199981689453,227.8600006103516,224.6499938964844,227.47000122070312,220.6067810058593,30691200
2020-02-05,230.2100067138672,230.25,226.8500061035156,228.22000122070312,221.3341827392578,38534800
2020-02-06,228.7899932861328,230.25,227.97999572753903,230.19000244140625,223.2447509765625,22467100
2020-02-07,229.1600036621093,230.44000244140625,228.5399932861328,229.1999969482422,222.28463745117188,25884900
2020-02-10,228.44000244140625,231.97999572753903,228.3800048828125,231.97000122070312,224.97105407714844,21478900
2020-02-11,233.25,234.0200042724609,231.3999938964844,232.009994506836,225.00982666015625,30198000
2020-02-12,233.3800048828125,234.3800048828125,232.8000030517578,234.2700042724609,227.20166015625,24471300
2020-02-13,232.63999938964844,234.92999267578125,232.3600006103516,233.97000122070312,226.91067504882807,22773200
2020-02-14,234.33999633789065,234.8600006103516,233.5500030517578,234.63999938964844,227.5604858398437,23438500
2020-02-18,233.5,235.1699981689453,233.25,234.72999572753903,227.6477813720703,24394500
2020-02-19,236.1300048828125,237.47000122070312,235.8500061035156,236.97999572753903,229.8298797607422,22230500
2020-02-20,236.4600067138672,236.9499969482422,231.8800048828125,234.77999877929688,227.69625854492188,42604000
2020-02-21,233.6100006103516,234.009994506836,229.32000732421875,230.2700042724609,223.3223419189453,66017200
2020-02-24,221.67999267578125,224.25,220.259994506836,221.38999938964844,214.71026611328125,84522600
2020-02-25,223.25,223.9900054931641,214.7400054931641,215.3699951171875,208.8719177246093,97743000
2020-02-26,216.7100067138672,220.27999877929688,214.8999938964844,216.47999572753903,209.94839477539065,79537700
2020-02-27,210.8999938964844,216.4199981689453,205.5,205.63999938964844,199.4354553222656,121822600
2020-02-28,198.63999938964844,207.1699981689453,198.1699981689453,205.8000030517578,199.5906524658203,148173700
2020-03-02,208.8800048828125,216.57000732421875,205.94000244140625,216.4199981689453,209.89016723632807,112933900
2020-03-03,217.1100006103516,219.6100006103516,207.6199951171875,209.47999572753903,203.1596069335937,131953500
2020-03-04,213.32000732421875,218.3300018310547,211.3699951171875,218.22000122070312,211.63592529296875,73086200
2020-03-05,212.69000244140625,216.3600006103516,210.1000061035156,211.58999633789065,205.20594787597656,78705500
