Date,Open,High,Low,Close,Adj Close,Volume
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,299.9248046875,84062500
2020-01-28,325.0599975585937,327.8500061035156,323.6000061035156,326.8900146484375,303.0677185058594,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,302.8174133300781,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,303.8001708984375,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,298.28375244140625,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,300.49957275390625,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.0599975585937,305.0795593261719,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,308.6026306152344,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,309.6410217285156,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,307.99072265625,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,310.2900085449219,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,310.8277282714844,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,312.83038330078125,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.5599975585937,337.0599975585937,312.4965515136719,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,312.9971618652344,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,312.19061279296875,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,313.68328857421875,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,312.39453125,74163400
2020-02-21,335.4700012207031,335.8099975585937,332.5799865722656,333.4800109863281,309.1774597167969,113788200
2020-02-24,323.1400146484375,333.5599975585937,321.239990234375,322.4200134277344,298.9234619140625,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,289.865478515625,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,288.7991943359375,194773800
2020-02-27,305.4599914550781,311.5599975585937,297.510009765625,297.510009765625,275.8288269042969,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,274.669921875,384975800
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,286.5649108886719,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,278.3598022460937,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,290.0601501464844,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,280.41802978515625,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,275.7824401855469,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,254.245346069336,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,267.4012756347656,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,254.3657989501953,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.1100006103516,230.02886962890625,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.5200042724609,269.32000732421875,249.69317626953125,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.3600006103516,239.8500061035156,222.3708038330078,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,234.37705993652344,262070500
2020-03-18,236.25,248.3699951171875,228.0200042724609,240.0,222.5098571777344,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.509994506836,222.982666015625,289322000
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,213.3734130859375,347158800
2020-03-23,228.19000244140625,229.67999267578125,218.259994506836,222.9499969482422,207.9178466796875,326025200
2020-03-24,234.4199981689453,244.1000061035156,233.8000030517578,243.1499938964844,226.7559051513672,235494500
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,230.15045166015625,299430300
2020-03-26,249.5200042724609,262.79998779296875,249.0500030517578,261.20001220703125,243.58889770507807,257632800
2020-03-27,253.2700042724609,260.8099975585937,251.0500030517578,253.4199981689453,236.3334350585937,224341200
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,244.00857543945312,171369500
2020-03-31,260.5599975585937,263.3299865722656,256.2200012207031,257.75,240.3715209960937,194881100
2020-04-01,247.97999572753903,257.6600036621094,243.8999938964844,246.1499938964844,229.5536193847656,189554600
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789065,251.8300018310547,234.8506622314453,177660400
2020-04-03,250.759994506836,253.32000732421875,245.22000122070312,248.19000244140625,231.4561004638672,135561200
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,247.00210571289065,188061200
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,247.25393676757807,201427200
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,255.55389404296875,153774500
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,259.4427185058594,189999200
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,257.073974609375,114839100
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,264.6557922363281,134143400
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,259.03240966796875,121775000
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,260.28204345703125,131798300
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,267.3136291503906,146684800
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,262.6041259765625,100109300
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,254.63058471679688,126385700
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,260.28204345703125,92951600
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,260.2633972167969,104709700
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,263.89111328125,85063200
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,267.69598388671875,77896600
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,266.4650573730469,105270000
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,273.440673828125,118745600
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,270.8948059082031,122901700
2020-05-01,285.3099975585937,290.6600036621094,281.5199890136719,282.7900085449219,263.72320556640625,125180000
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,264.4506225585937,80873200
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,266.8940124511719,79569900
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,265.0848083496094,73632600
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,268.28350830078125,75250400
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,272.72247314453125,76452400
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,272.7784729003906,79514200
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,267.3416748046875,95870800
2020-05-13,286.0599975585937,287.19000244140625,278.9599914550781,281.6000061035156,262.6134948730469,144721100
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,265.7562561035156,121977900
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,266.9779357910156,111146300
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,275.1099853515625,119703800
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,272.28424072265625,95189300
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,276.9098205566406,85861700
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,274.99810791015625,78293900
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,275.52032470703125,63958200
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,278.91485595703125,88951400
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,283.0648498535156,104817400
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,282.5426025390625,90405200
2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,283.8016357421875,119090800
2020-06-01,303.6199951171875,306.2099914550781,303.0599975585937,305.54998779296875,284.9486083984375,55758300
2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,287.3080749511719,74267200
2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,291.1316223144531,92567600
2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,290.3668212890625,75794400
2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,297.8088684082031,150524700
2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,301.4086608886719,73641200
2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,299.1610412597656,77479200
2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,297.4918212890625,95000800
2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,280.3416442871094,209243600
2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,283.69903564453125,194678900
2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,286.3475036621094,135782700
2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,291.85906982421875,137627500
2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,290.6466979980469,83398900
2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,290.7586669921875,80828700
2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,289.096923828125,135549600
2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,290.95147705078125,74649400
2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,292.2909240722656,68471200
2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,284.83502197265625,132813500
2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,287.888671875,89468000
2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,281.0508728027344,127961000
2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,285.1816101074219,79773300
2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,288.83465576171875,113394800
2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,290.8578186035156,72396500
2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,292.4596862792969,69344200
2020-07-06,316.3699951171875,317.67999267578125,315.5599975585937,317.04998779296875,296.97442626953125,61713800
2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,293.9114685058594,82910000
2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,296.1595153808594,54638600
2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,294.47344970703125,83354200
2020-07-10,314.3099975585937,317.8800048828125,312.760009765625,317.5899963378906,297.4801940917969,57550400
2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,294.9043273925781,102997500
2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,298.7259826660156,93657000
2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,301.4704284667969,87196500
2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,300.4775390625,54622500
2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,301.34869384765625,62774900
2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,303.7840576171875,56308800
2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,304.4303894042969,57292200
2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,306.16326904296875,57792900
2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,302.5101928710937,75738000
2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,300.5619201660156,73766600
2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,302.75372314453125,48293000
2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,300.83355712890625,57495000
2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,304.53338623046875,48454200
2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,303.4469299316406,61861700
2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,305.8447570800781,84986800
2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,307.9710388183594,53077900
2020-08-04,327.8599853515625,330.0599975585937,327.8599853515625,330.0599975585937,309.1606140136719,41917900
2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,311.080810546875,42697700
2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,313.1601867675781,43679400
2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,313.3850402832031,57308300
2020-08-10,335.0599975585937,335.7699890136719,332.9599914550781,335.57000732421875,314.3217163085937,44282100
2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,311.7271423339844,69601100
2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,316.0732727050781,53774400
2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,315.5019226074219,41816100
2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,315.5113220214844,47260400
2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,316.5135498046875,35481000
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,317.1972961425781,38733900
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,315.87664794921875,68054200
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,316.8600769042969,42207800
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,317.9841613769531,55106600
2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,321.206298828125,48588700
